Federal Provider Number,Provider Name,Provider State,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Location,Processing Date
395653,WOODHAVEN CARE CENTER,PA,3,,3,,5,,1,,2,,"2400 MCGINLEY ROAD
MONROEVILLE, PA 15146
(40.422715, -79.743642)",02/01/2017
395826,MANORCARE HEALTH SERVICES-NORTH HILLS,PA,2,,2,,4,,3,,4,,"1105 PERRY HIGHWAY
PITTSBURGH, PA 15237
(40.545876, -80.036044)",02/01/2017
375404,ENGLISH VILLAGE MANOR,OK,3,,2,,3,,4,,4,,"1515 CANTERBURY BLVD
ALTUS, OK 73521
(34.651556, -99.314213)",02/01/2017
396067,CONCORDIA AT REBECCA RESIDENCE,PA,5,,4,,5,,3,,4,,"3746 CEDAR RIDGE ROAD
ALLISON PARK, PA 15101
(40.60044, -79.894605)",02/01/2017
395857,EPHRATA MANOR,PA,5,,4,,5,,4,,4,,"99 BETHANY ROAD
EPHRATA, PA 17522
(40.164738, -76.172433)",02/01/2017
395084,SOMERTON CENTER,PA,3,,3,,2,,2,,3,,"650 EDISON AVENUE
PHILADELPHIA, PA 19116
(40.129664, -75.009759)",02/01/2017
395936,WAYNE WOODLANDS MANOR,PA,2,,2,,3,,3,,3,,"37 WOODLANDS DRIVE
WAYMART, PA 18472
(41.582434, -75.400108)",02/01/2017
395288,GOLDEN LIVINGCENTER-STROUD,PA,1,,1,,4,,3,,3,,"221 EAST BROWN STREET
EAST STROUDSBURG, PA 18301
(40.992437, -75.173249)",02/01/2017
385275,SHERIDAN CARE CENTER,OR,3,,2,,4,,4,,3,,"411 SE SHERIDAN ROAD
SHERIDAN, OR 97378
(45.096891, -123.391016)",02/01/2017
395262,WESTERN RESERVE HEALTHCAREANDREHABILITATION CENTER,PA,3,,3,,2,,3,,4,,"1521 WEST 54TH STREET
ERIE, PA 16509
(42.075862, -80.088798)",02/01/2017
385148,ROYALE GARDENS HEALTH AND REHABILITATION CENTER,OR,2,,2,,3,,3,,3,,"2075 NW HIGHLAND AVENUE
GRANTS PASS, OR 97526
(42.463135, -123.332925)",02/01/2017
395599,BLOUGH HEALTH CARE CENTER INC,PA,4,,4,,3,,3,,5,,"316 EAST MARKET STREET
BETHLEHEM, PA 18018
(40.620591, -75.370116)",02/01/2017
395904,SANATOGA CENTER,PA,4,,4,,4,,2,,4,,"225 EVERGREEN ROAD
POTTSTOWN, PA 19464
(40.237659, -75.580143)",02/01/2017
385049,COLUMBIA BASIN CARE FACILITY,OR,4,,3,,2,,5,,5,,"1015 WEBBER ROAD
THE DALLES, OR 97058
(45.606557, -121.206961)",02/01/2017
396125,CHRIST'S HOME RETIREMENT COMMUNITY,PA,4,,4,,4,,4,,5,,"1 SHEPHERD'S WAY
WARMINSTER, PA 18974
(40.210862, -75.115638)",02/01/2017
395285,BARNES-KASSON COUNTY HOSPITAL,PA,1,,1,,2,,3,,5,,"2872 TURNPIKE STREET
SUSQUEHANNA, PA 18847
(41.947372, -75.594016)",02/01/2017
375385,PARKLAND MANOR LIVING CENTER,OK,4,,3,,4,,4,,3,,"200 WEST PARKLAND AVENUE
PRAGUE, OK 74864
(35.496028, -96.687251)",02/01/2017
395526,CHARLES M. MORRIS NURSING AND,PA,3,,3,,3,,3,,3,,"200 JHF DRIVE
PITTSBURGH, PA 15217
(40.414033, -79.921488)",02/01/2017
395896,HOMEWOOD AT MARTINSBURG PA INC,PA,3,,3,,4,,3,,3,,"437 GIVLER DRIVE
MARTINSBURG, PA 16662
(40.305254, -78.32935)",02/01/2017
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,PA,4,,3,,5,,2,,3,,"3000 WINDMILL ROAD
SINKING SPRING, PA 19608
(40.319125, -76.010493)",02/01/2017
395414,LACKAWANNA HEALTH AND REHAB CENTER,PA,1,,1,,1,,1,,1,,"108 TERRACE DRIVE
OLYPHANT, PA 18447
(41.492139, -75.589784)",02/01/2017
375548,AYERS NURSING HOME,OK,3,,3,,3,,3,,3,,"801 B STREET
SNYDER, OK 73566
(34.658193, -98.955629)",02/01/2017
395861,HRH TRANSITIONAL CARE UNIT(A D/B/A ENTITY OF HRHS),PA,2,,2,,4,,3,,5,,"1648 HUNTINGDON PIKE
MEADOWBROOK, PA 19046
(40.108944, -75.081101)",02/01/2017
395730,"GARDENS AT LAKESIDE, THE",PA,4,,3,,5,,2,,4,,"245 OLD LAKE ROAD
DALLAS, PA 18612
(41.349597, -76.033089)",02/01/2017
395437,LEBANON VALLEY BRETHREN HOME,PA,4,,3,,4,,4,,4,,"1200 GRUBB STREET
PALMYRA, PA 17078
(40.301541, -76.574342)",02/01/2017
375443,CLEVELAND MANOR NURSING & REHAB,OK,4,,3,,3,,4,,3,,"900 NORTH DIVISION
CLEVELAND, OK 74020
(36.317817, -96.465438)",02/01/2017
385167,SOUTH HILLS REHABILITATION CEN,OR,4,,4,,3,,4,,4,,"1166 E 28TH AVENUE
EUGENE, OR 97403
(44.027112, -123.075723)",02/01/2017
396021,REDSTONE HIGHLANDS HEALTH CARE,PA,3,,2,,4,,4,,5,,"6 GARDEN CENTER DRIVE
GREENSBURG, PA 15601
(40.326413, -79.544186)",02/01/2017
396111,SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,PA,4,,3,,5,,3,,4,,"2100 UTZ TERRACE
HANOVER, PA 17331
(39.76144, -76.965051)",02/01/2017
395197,THE GROVE AT NEW WILMINGTON,PA,4,,3,,5,,3,,3,,"520 NEW CASTLE STREET
NEW WILMINGTON, PA 16142
(41.11396, -80.335681)",02/01/2017
385068,VILLAGE HEALTH CARE,OR,4,,4,,4,,4,,4,,"3955 SE 182ND AVENUE
GRESHAM, OR 97030
(45.493885, -122.475546)",02/01/2017
385132,AVAMERE REHABILITATION OF KING CITY,OR,3,,3,,3,,3,,3,,"16485 SW PACIFIC HIGHWAY
TIGARD, OR 97224
(45.400345, -122.79867)",02/01/2017
395938,BERKSHIRE CENTER,PA,5,,4,,5,,2,,3,,"5501 PERKIOMEN AVENUE
READING, PA 19606
(40.297547, -75.842983)",02/01/2017
385272,PACIFIC HEALTH AND REHABILITATION,OR,1,,1,,1,,4,,4,,"14145 SW 105TH STREET
TIGARD, OR 97224
(45.417909, -122.785837)",02/01/2017
395393,EPWORTH HEALTHCARE AND REHABILITATION CENTER,PA,2,,3,,3,,1,,2,,"951 WASHINGTON AVENUE
TYRONE, PA 16686
(40.670559, -78.241989)",02/01/2017
375508,ROSE MANOR NURSING CENTER,OK,1,,1,,2,,3,,2,,"1610 NORTH BRYAN AVENUE
SHAWNEE, OK 74804
(35.349056, -96.894264)",02/01/2017
395244,SAINT PAUL HOMES,PA,4,,4,,3,,2,,2,,"339 EAST JAMESTOWN ROAD
GREENVILLE, PA 16125
(41.426934, -80.392413)",02/01/2017
395719,RIVERSIDE CARE CENTER,PA,4,,4,,3,,2,,2,,"100 EIGHTH AVENUE
MCKEESPORT, PA 15132
(40.347738, -79.86673)",02/01/2017
395844,ELIZABETHTOWN NURSING AND REHABILITATION CENTER,PA,3,,2,,3,,4,,5,,"141 HEISEY AVENUE
ELIZABETHTOWN, PA 17022
(40.130012, -76.573814)",02/01/2017
385112,WEST HILLS HEALTH & REHABILITATION CENTER,OR,5,,5,,4,,5,,5,,"5701 SW MULTNOMAH BLVD
PORTLAND, OR 97219
(45.46793, -122.736165)",02/01/2017
385258,PARK FOREST CARE CENTER,OR,2,,1,,5,,5,,5,,"8643 NE BEECH STREET
PORTLAND, OR 97220
(45.549566, -122.573689)",02/01/2017
385219,CARE CENTER EAST HLTH,OR,3,,2,,4,,4,,4,,"11325 NE WEIDLER
PORTLAND, OR 97220
(45.533692, -122.546411)",02/01/2017
375493,HEARTSWORTH CENTER FOR NURSING & REHABILITATION,OK,3,,3,,4,,3,,3,,"1200 WEST CANADIAN AVENUE
VINITA, OK 74301
(36.64179, -95.168526)",02/01/2017
435078,AVERA EUREKA HEALTH CARE CENTER,SD,2,,2,,4,,3,,4,,"202 J AVENUE
EUREKA, SD 57437
(45.767196, -99.614475)",02/01/2017
385225,PRESTIGE POST-ACUTE & REHAB CENTER - MCMINNVILLE,OR,4,,2,,5,,4,,4,,"421 S EVANS STREET
MCMINNVILLE, OR 97128
(45.206387, -123.194497)",02/01/2017
396133,VIBRA REHABILITATION CENTER,PA,2,,1,,5,,,Data Not Available,,Data Not Available,"707 SHEPERDSTOWN RD
MECHANICSBURG, PA 17055
(40.205761, -77.000905)",02/01/2017
395200,WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,PA,3,,3,,1,,4,,4,,"4850 ZUCK ROAD
ERIE, PA 16506
(42.071588, -80.120154)",02/01/2017
395555,PENNSBURG MANOR,PA,5,,4,,5,,2,,4,,"530 MACOBY STREET
PENNSBURG, PA 18073
(40.397172, -75.493604)",02/01/2017
395848,BARCLAY FRIENDS,PA,4,,2,,5,,4,,5,,"700 NORTH FRANKLIN
WEST CHESTER, PA 19380
(39.971138, -75.607653)",02/01/2017
395384,POCOPSON HOME,PA,1,,3,,1,,1,,1,,"1695 LENAPE ROAD
WEST CHESTER, PA 19382
(39.899626, -75.658449)",02/01/2017
395479,GWYNEDD HEALTHCARE AND REHABILITATION CENTER,PA,5,,4,,5,,3,,3,,"773 SUMNEYTOWN PIKE
LANSDALE, PA 19446
(40.218737, -75.297367)",02/01/2017
395334,CHESTNUT HILL LODGE HEALTH AND REHAB CTR,PA,1,,1,,2,,2,,2,,"8833 STENTON AVENUE
WYNDMOOR, PA 19038
(40.084192, -75.208409)",02/01/2017
395902,NORMANDIE RIDGE,PA,1,,1,,4,,3,,3,,"1700 NORMANDIE DRIVE
YORK, PA 17404
(39.982772, -76.780064)",02/01/2017
396123,CONTINUING CARE  AT MARIS GROVE,PA,4,,2,,5,,5,,5,,"500 MARIS GROVE WAY
GLEN MILLS, PA 19342
(39.880674, -75.529949)",02/01/2017
395067,GREEN RIDGE CARE CENTER,PA,1,,1,,4,,3,,3,,"2741 BOULEVARD AVENUE
SCRANTON, PA 18509
(41.441796, -75.638494)",02/01/2017
395607,SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,PA,1,,2,,1,,2,,4,,"21158 PAINT BOULEVARD
SHIPPENVILLE, PA 16254
(41.2408, -79.427639)",02/01/2017
395927,STONERIDGE POPLAR RUN,PA,5,,5,,5,,3,,4,,"450 EAST LINCOLN AVENUE
MYERSTOWN, PA 17067
(40.380734, -76.299055)",02/01/2017
395371,WEST HAVEN MANOR,PA,3,,3,,2,,3,,3,,"151 GOODVIEW DRIVE
APOLLO, PA 15613
(40.556379, -79.585667)",02/01/2017
395961,PHILADELPHIA PROTESTANT HOME,PA,5,,5,,5,,3,,4,,"700 E GILHAM ST
PHILADELPHIA, PA 19111
(40.049753, -75.090269)",02/01/2017
396074,ALLIED SERVICES SKILLED NURSING CENTER,PA,4,,3,,4,,4,,4,,"303 SMALLACOMBE DRIVE
SCRANTON, PA 18501
(41.448943, -75.674534)",02/01/2017
395586,BRADFORD COUNTY MANOR,PA,1,,1,,3,,3,,2,,"15900 ROUTE
TROY, PA 16947
(41.719277, -76.819718)",02/01/2017
395260,CARBONDALE NURSING AND REHABILITATION CENTER,PA,1,,1,,3,,3,,4,,"10 HART PLACE
CARBONDALE, PA 18407
(41.582895, -75.501795)",02/01/2017
395805,FAIRMOUNT HOMES,PA,4,,2,,5,,4,,4,,"333 WHEAT RIDGE DRIVE
EPHRATA, PA 17522
(40.131917, -76.149977)",02/01/2017
395325,MORAVIAN MANOR,PA,4,,4,,4,,4,,4,,"300 WEST LEMON STREET
LITITZ, PA 17543
(40.153081, -76.311758)",02/01/2017
395510,GROVE MANOR,PA,5,,5,,5,,4,,4,,"435 NORTH BROAD STREET
GROVE CITY, PA 16127
(41.165757, -80.08177)",02/01/2017
395713,WILLOWS OF PRESBYTERIAN SENIOR,PA,4,,3,,3,,4,,4,,"1215 HULTON ROAD
OAKMONT, PA 15139
(40.524345, -79.829068)",02/01/2017
395666,MANORCARE HEALTH SERVICES-NORTHSIDE,PA,2,,2,,4,,3,,5,,"2170 RHINE STREET
PITTSBURGH, PA 15212
(40.467904, -79.994899)",02/01/2017
395080,PHOEBE ALLENTOWN HEALTH CARE CENTER,PA,4,,4,,4,,3,,3,,"1925 TURNER STREET
ALLENTOWN, PA 18104
(40.597927, -75.498864)",02/01/2017
385281,HEALTHCARE AT FOSTER CREEK,OR,3,,4,,1,,4,,3,,"6003 SE 136TH AVENUE
PORTLAND, OR 97236
(45.478918, -122.523541)",02/01/2017
385133,GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE,OR,5,,5,,3,,4,,4,,"3457 NE DIVISION
GRESHAM, OR 97030
(45.504764, -122.3974)",02/01/2017
375495,COUNTRY CLUB CARE,OK,3,,4,,1,,2,,1,,"1904 NORTH HIGHWAY
DUNCAN, OK 73533
(34.528621, -97.966836)",02/01/2017
385237,FERNHILL ESTATES,OR,5,,4,,5,,5,,5,,"5737 NE 37TH AVENUE
PORTLAND, OR 97211
(45.564365, -122.625542)",02/01/2017
385261,REGENCY PRINEVILLE REHABILITATION & NURSING CENTER,OR,4,,3,,4,,4,,4,,"950 N ELM STREET
PRINEVILLE, OR 97754
(44.3085, -120.842513)",02/01/2017
395382,THE GROVE AT IRWIN,PA,2,,1,,5,,2,,3,,"249 MAUS DRIVE
NORTH HUNTINGDON, PA 15642
(40.328705, -79.74218)",02/01/2017
395045,"MOUNTAIN VIEW, A NURSING AND REHABILITATION CENTE",PA,1,,1,,4,,1,,2,,"2050 TREVORTON ROAD
COAL TOWNSHIP, PA 17866
(40.799375, -76.587078)",02/01/2017
395818,MASONIC VILLAGE AT LAFAYETTE HILL,PA,5,,5,,5,,3,,4,,"801 RIDGE PIKE
LAFAYETTE HILL, PA 19444
(40.078392, -75.250005)",02/01/2017
396086,GREEN VALLEY SKILLED NURSING AND REHABILITATION CE,PA,5,,3,,5,,4,,5,,"200 TAYLORSVILLE MOUNTAIN ROAD
PITMAN, PA 17964
(40.710989, -76.474905)",02/01/2017
396048,HARMAR VILLAGE CARE CENTER,PA,5,,4,,5,,2,,3,,"715 FREEPORT ROAD
CHESWICK, PA 15024
(40.540956, -79.818199)",02/01/2017
375513,THE GOLDEN RULE HOME,OK,1,,1,,2,,2,,1,,"38801 HARDESTY ROAD
SHAWNEE, OK 74801
(35.304247, -96.971507)",02/01/2017
375546,THE VILLAGES AT SOUTHERN HILLS,OK,5,,5,,5,,3,,3,,"5721 S LEWIS AVE
TULSA, OK 74105
(36.079356, -95.95797)",02/01/2017
396088,MAPLE WINDS CARE CENTER,PA,3,,2,,2,,4,,4,,"4112 SPRING HILL ROAD
PORTAGE, PA 15946
(40.363664, -78.665145)",02/01/2017
395202,BROOMALL MANOR,PA,2,,2,,4,,2,,3,,"43 CHURCH LANE
BROOMALL, PA 19008
(39.982504, -75.357344)",02/01/2017
395142,GOLDEN LIVINGCENTER-BLUE RIDGE MOUNTAIN,PA,1,,1,,4,,3,,3,,"3625 NORTH PROGRESS AVE
HARRISBURG, PA 17110
(40.319084, -76.857007)",02/01/2017
395406,LUTHER ACRES MANOR,PA,4,,3,,5,,3,,3,,"400 SAINT LUKE DR
LITITZ, PA 17543
(40.152382, -76.292479)",02/01/2017
395620,WEST HILLS HEALTH AND REHABILITATION CENTER,PA,4,,3,,5,,2,,4,,"951 BRODHEAD ROAD
CORAOPOLIS, PA 15108
(40.519786, -80.224231)",02/01/2017
396132,WESTMONT WOODS,PA,1,,1,,1,,3,,5,,"787 GOUCHER STREET
JOHNSTOWN, PA 15905
(40.30535, -78.947597)",02/01/2017
395746,MANORCARE HEALTH SERVICES-CARLISLE,PA,2,,2,,5,,1,,2,,"940 WALNUT BOTTOM ROAD
CARLISLE, PA 17013
(40.184426, -77.212424)",02/01/2017
395237,WYOMISSING HEALTH AND REHABILITATION CENTER,PA,3,,3,,4,,3,,4,,"1000 EAST WYOMISSING BLVD
READING, PA 19611
(40.322649, -75.947989)",02/01/2017
395753,BEAUMONT AT BRYN MAWR,PA,5,,5,,5,,5,,5,,"601 NORTH ITHAN AVENUE
BRYN MAWR, PA 19010
(40.03964, -75.318177)",02/01/2017
395461,TUCKER HOUSE NURSING AND REHABILITATION CENTER,PA,5,,4,,5,,3,,3,,"1001 11 WALLACE STREET
PHILADELPHIA, PA 19123
(39.964073, -75.154495)",02/01/2017
395350,LOCUST GROVE RETIREMENT VILLAGE,PA,3,,2,,5,,2,,3,,"69 COTTAGE ROAD
MIFFLIN, PA 17058
(40.557013, -77.414728)",02/01/2017
375462,"FOUNTAIN VIEW MANOR, INC",OK,1,,1,,4,,3,,1,,"107 EAST BARCLAY
HENRYETTA, OK 74437
(35.430219, -95.982257)",02/01/2017
385253,BEND TRANSITIONAL CARE,OR,4,,3,,5,,3,,4,,"900 NE 27TH STREET
BEND, OR 97701
(44.059204, -121.263712)",02/01/2017
375504,NORTH COUNTY CENTER FOR NURSING AND REHABILITATION,OK,3,,3,,2,,3,,3,,"2300 WEST BROADWAY
COLLINSVILLE, OK 74021
(36.365648, -95.853167)",02/01/2017
395123,GOLDEN LIVINGCENTER-CAMP HILL,PA,1,,1,,2,,3,,4,,"46 ERFORD ROAD
CAMP HILL, PA 17011
(40.257756, -76.916849)",02/01/2017
385157,LIFE CARE CTR OF COOS BAY,OR,4,,2,,5,,4,,4,,"2890 OCEAN BLVD
COOS BAY, OR 97420
(43.381299, -124.24777)",02/01/2017
375550,SHARE MEDICAL CENTER,OK,4,,4,,4,,4,,4,,"730 SHARE DRIVE
ALVA, OK 73717
(36.786902, -98.669125)",02/01/2017
395006,ST JOSEPH'S MANOR (DBA ENTITY OF HRHS),PA,4,,3,,4,,4,,4,,"1616 HUNTINGDON PIKE
MEADOWBROOK, PA 19046
(40.1085, -75.082087)",02/01/2017
396066,MANORCARE HEALTH SERVICES-WHITEHALL BOROUGH,PA,4,,3,,5,,3,,5,,"505 WEYMAN ROAD
PITTSBURGH, PA 15236
(40.361717, -80.000523)",02/01/2017
385142,REGENCY FLORENCE,OR,5,,3,,5,,4,,4,,"1951 E 21ST STREET
FLORENCE, OR 97439
(43.985034, -124.099454)",02/01/2017
395549,SHERWOOD OAKS,PA,5,,4,,2,,5,,5,,"100 NORMAN DRIVE
CRANBERRY TOWNSHIP, PA 16066
(40.705181, -80.115784)",02/01/2017
395617,JOHN J KANE REGIONAL CENTER-SC,PA,1,,2,,1,,2,,4,,"300 KANE BOULEVARD
PITTSBURGH, PA 15243
(40.373898, -80.084751)",02/01/2017
395028,SQUIRREL HILL CTR FOR REHABILITATION AND HEALING,PA,2,,2,,2,,3,,3,,"2025 WIGHTMAN STREET
PITTSBURGH, PA 15217
(40.433412, -79.927578)",02/01/2017
395460,CHRIST THE KING MANOR,PA,1,,1,,4,,2,,1,,"1100 WEST LONG AVENUE
DUBOIS, PA 15801
(41.126592, -78.784768)",02/01/2017
375502,HERITAGE MANOR,OK,3,,3,,4,,2,,1,,"3714 N PORTLAND AVE
OKLAHOMA CITY, OK 73112
(35.508538, -97.583391)",02/01/2017
395850,MERCY CENTER NURSING UNIT INC,PA,5,,3,,5,,4,,4,,"370 LAKE STREET
DALLAS, PA 18612
(41.348185, -75.978382)",02/01/2017
385136,GLISAN CARE CENTER,OR,2,,1,,5,,4,,4,,"9750 NE GLISAN STREET
PORTLAND, OR 97220
(45.526304, -122.562855)",02/01/2017
395574,BELLE HAVEN HEALTHCARE AND REHABILITATION CEN,PA,3,,3,,3,,2,,3,,"1320 MILL ROAD
QUAKERTOWN, PA 18951
(40.436883, -75.352618)",02/01/2017
395865,MAPLEWOOD NURSING AND REHAB  CENTER,PA,1,,2,,3,,1,,2,,"125 W SCHOOLHOUSE LANE
PHILADELPHIA, PA 19144
(40.032239, -75.174879)",02/01/2017
395449,CHAPEL MANOR,PA,1,,2,,1,,2,,4,,"1104 WELSH ROAD
PHILADELPHIA, PA 19115
(40.090522, -75.046663)",02/01/2017
395952,NAAMANS CREEK COUNTRY MANOR,PA,3,,2,,4,,4,,5,,"1194 NAAMANS CREEK ROAD
BOOTHWYN, PA 19061
(39.842053, -75.509961)",02/01/2017
395494,SLATE BELT HEALTH AND REHABILITATION CENTER,PA,3,,3,,4,,2,,3,,"701 SLATE BELT BLVD
BANGOR, PA 18013
(40.873645, -75.229194)",02/01/2017
395735,LIFEQUEST NURSING CENTER,PA,5,,4,,5,,2,,3,,"2450 JOHN FRIES HIGHWAY
QUAKERTOWN, PA 18951
(40.441908, -75.383993)",02/01/2017
375511,HERITAGE PARK,OK,4,,4,,2,,2,,1,,"6912 NORTHWEST 23RD STREET
BETHANY, OK 73008
(35.493352, -97.6347)",02/01/2017
395698,MEADOWCREST NURSING CENTER,PA,4,,4,,3,,3,,4,,"1200 BRAUN ROAD
BETHEL PARK, PA 15102
(40.291418, -80.042081)",02/01/2017
395570,MILTON NURSING AND REHABILITATION CENTER,PA,3,,2,,3,,4,,4,,"743 MAHONING STREET
MILTON, PA 17847
(41.010746, -76.841274)",02/01/2017
395873,LGAR HEALTH AND REHABILITATION,PA,1,,2,,2,,1,,2,,"800 ELSIE STREET
TURTLE CREEK, PA 15145
(40.411872, -79.822742)",02/01/2017
375549,ADAMS PARC,OK,5,,5,,2,,3,,2,,"6006 SE ADAMS BLVD
BARTLESVILLE, OK 74006
(36.742542, -95.911862)",02/01/2017
395311,BRYN MAWR EXTENDED CARE CENTER,PA,5,,4,,5,,2,,2,,"956 RAILROAD AVENUE
BRYN MAWR, PA 19010
(40.015966, -75.317272)",02/01/2017
395256,GOLDEN LIVINGCENTER-LANSDALE,PA,2,,2,,4,,3,,5,,"25 WEST FIFTH STREET
LANSDALE, PA 19446
(40.244986, -75.2816)",02/01/2017
395542,MOUNTAIN TOP HEALTHCARE AND REHABILITATION  CENTER,PA,2,,3,,3,,1,,2,,"185 SOUTH MOUNTAIN BOULEVARD
MOUNTAIN TOP, PA 18707
(41.151224, -75.894816)",02/01/2017
396024,WESTON REHABILITATION & NURSING CENTER,PA,5,,5,,2,,3,,4,,"1896 LEITHSVILLE ROAD
HELLERTOWN, PA 18055
(40.560764, -75.340237)",02/01/2017
395740,BRANDYWINE HALL,PA,1,,1,,1,,2,,4,,"800 WEST MINER STREET
WEST CHESTER, PA 19382
(39.94691, -75.617251)",02/01/2017
385121,FRIENDSHIP HEALTH CENTER,OR,4,,2,,5,,4,,3,,"3320 SE HOLGATE
PORTLAND, OR 97202
(45.490599, -122.631133)",02/01/2017
385104,HOOD RIVER CARE CENTER,OR,4,,3,,4,,4,,3,,"729 HENDERSON ROAD
HOOD RIVER, OR 97031
(45.699051, -121.53586)",02/01/2017
395787,"VALLEY VIEW HAVEN, INC",PA,4,,3,,3,,4,,3,,"4702 EAST MAIN STREET
BELLEVILLE, PA 17004
(40.61482, -77.702516)",02/01/2017
395252,GOLDEN LIVINGCENTER-YORK TERRACE,PA,5,,5,,5,,2,,4,,"2401 WEST MARKET STREET
POTTSVILLE, PA 17901
(40.673098, -76.232625)",02/01/2017
395718,WAVERLY HEIGHTS,PA,5,,5,,4,,5,,5,,"1400 WAVERLY ROAD
GLADWYNE, PA 19035
(40.051089, -75.273891)",02/01/2017
396063,SETON MANOR INC,PA,4,,4,,4,,3,,3,,"1000 SETON DRIVE
ORWIGSBURG, PA 17961
(40.656015, -76.119273)",02/01/2017
375510,CEDAR CREST MANOR,OK,3,,4,,1,,4,,4,,"1700 NORTHWEST FORT SILL BLVD
LAWTON, OK 73507
(34.625889, -98.404725)",02/01/2017
396059,CONCORDIA AT THE CEDARS,PA,1,,1,,1,,3,,5,,"4363 NORTHERN PIKE
MONROEVILLE, PA 15146
(40.434263, -79.74716)",02/01/2017
395464,WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER,PA,1,,1,,2,,1,,1,,"1000 EVERGREEN AVENUE
WEATHERLY, PA 18255
(40.937261, -75.815143)",02/01/2017
395390,NOTTINGHAM VILLAGE,PA,2,,2,,4,,2,,3,,"58 NEITZ ROAD
NORTHUMBERLAND, PA 17857
(40.909741, -76.792468)",02/01/2017
396081,SAINT MARY'S AT ASBURY RIDGE,PA,4,,4,,4,,3,,5,,"4855 WEST RIDGE ROAD
ERIE, PA 16506
(42.069917, -80.185375)",02/01/2017
37E626,MAPLEWOOD CARE CENTER,OK,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"6202 EAST 61ST STREET
TULSA, OK 74136
(36.075389, -95.905901)",02/01/2017
385149,HIGHLAND HOUSE,OR,3,,3,,4,,3,,3,,"2201 NW HIGHLAND AVENUE
GRANTS PASS, OR 97526
(42.465006, -123.333538)",02/01/2017
395959,THE CARING PLACE,PA,1,,2,,3,,1,,1,,"103 N THIRTEENTH STREET
FRANKLIN, PA 16323
(41.403466, -79.831372)",02/01/2017
375525,FRANCISCAN VILLA,OK,4,,3,,2,,4,,3,,"17110 EAST 51ST STREET
BROKEN ARROW, OK 74012
(36.089998, -95.785447)",02/01/2017
396120,PHOEBE WYNCOTE,PA,5,,5,,4,,2,,4,,"208 FERNBROOK AVENUE
WYNCOTE, PA 19095
(40.0896, -75.14179)",02/01/2017
395800,HIGHLANDS AT WYOMISSING,PA,5,,5,,4,,4,,4,,"2000 CAMBRIDGE AVENUE
WYOMISSING, PA 19610
(40.318462, -75.974718)",02/01/2017
395270,FOREST PARK HEALTHCARE AND REHABILITATION CENTER,PA,1,,2,,3,,1,,1,,"700 WALNUT BOTTOM ROAD
CARLISLE, PA 17013
(40.189954, -77.203774)",02/01/2017
395456,GOLDEN LIVINGCENTER-SUMMIT,PA,1,,1,,1,,1,,2,,"50 N PENNSYLVANIA AVE
WILKES BARRE, PA 18701
(41.244258, -75.878143)",02/01/2017
395701,ABINGTON MANOR,PA,2,,1,,5,,2,,3,,"100 EDELLA ROAD
CLARKS SUMMIT, PA 18411
(41.482459, -75.686237)",02/01/2017
395964,SHIPPENSBURG HEALTH CARE CENTE,PA,1,,1,,4,,2,,4,,"121 WALNUT BOTTOM ROAD
SHIPPENSBURG, PA 17257
(40.059509, -77.49275)",02/01/2017
395996,MANCHESTER COMMONS OF PRESBYTERIAN SENIORCARE,PA,5,,4,,5,,3,,3,,"6351 WEST LAKE ROAD
ERIE, PA 16505
(42.069436, -80.221596)",02/01/2017
395779,CENTRE CREST,PA,1,,2,,2,,1,,1,,"502 EAST HOWARD STREET
BELLEFONTE, PA 16823
(40.91628, -77.769118)",02/01/2017
375471,LINWOOD VILLAGE NURSING & RETIREMENT APTS,OK,1,,2,,1,,3,,3,,"530 SOUTH LINWOOD
CUSHING, OK 74023
(35.975396, -96.749606)",02/01/2017
395401,"BALL PAVILION, THE",PA,4,,3,,4,,4,,4,,"5416 EAST LAKE ROAD
ERIE, PA 16511
(42.172409, -79.992985)",02/01/2017
385010,LAURELHURST VILLAGE REHABILITATION CENTER,OR,4,,4,,2,,4,,4,,"3060 SE STARK STREET
PORTLAND, OR 97214
(45.519309, -122.633455)",02/01/2017
385276,CASCADE MANOR,OR,5,,5,,5,,,Data Not Available,,Data Not Available,"65 WEST 30TH AVENUE
EUGENE, OR 97405
(44.024194, -123.093269)",02/01/2017
375561,ST ANN'S HOME,OK,4,,4,,3,,3,,3,,"9400 ST ANN'S DRIVE
OKLAHOMA CITY, OK 73162
(35.566579, -97.645714)",02/01/2017
396114,TWIN PINES HEALTH CARE CENTER,PA,2,,2,,5,,1,,2,,"315 EAST LONDON GROVE ROAD
WEST GROVE, PA 19390
(39.856209, -75.815362)",02/01/2017
